Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Wagner, M., Heys, S., Wettergreen, D., Teza, J., Apostolopoulos, D., Kantor, G., Whittaker, W.","7404048975;9745600200;6701392772;6603197390;55397247900;35203658800;35552082000;","Design and control of a passively steered, dual axle vehicle",2005,"European Space Agency, (Special Publication) ESA SP",,"603",,"29","36",,5,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-28744445136&partnerID=40&md5=314c907a033c35e3be5ca513f19a3f81",Article,"Final","",Scopus,2-s2.0-28744445136
"Skelley, A.M., Scherer, J.R., Aubrey, A.D., Grover, W.H., Ivester, R.H.C., Ehrenfreund, P., Grunthaner, F.J., Bada, J.L., Mathies, R.A.","6603250079;36475444400;6506562186;8906027900;6701537674;7005276576;7003780380;35450589900;7103123753;","Development and evaluation of a microdevice for amino acid biomarker detection and analysis on Mars",2005,"Proceedings of the National Academy of Sciences of the United States of America","102","4",,"1041","1046",,218,"10.1073/pnas.0406798102","https://www.scopus.com/inward/record.uri?eid=2-s2.0-12844282193&doi=10.1073%2fpnas.0406798102&partnerID=40&md5=9f833e4479656d890353de22be0b7e0c",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-12844282193
"Maldonado, A., Betancourt, J.L., Latorre, C., Villagran, C.","8550634300;7005037015;7005764439;6602991521;","Pollen analyses from a 50 000-yr rodent midden series in the southern Atacama Desert (25° 30′ S)",2005,"Journal of Quaternary Science","20","5",,"493","507",,107,"10.1002/jqs.936","https://www.scopus.com/inward/record.uri?eid=2-s2.0-23144466411&doi=10.1002%2fjqs.936&partnerID=40&md5=40c289b23403b73196a655ed499696eb",Article,"Final","",Scopus,2-s2.0-23144466411
"Maier, R.M., Drees, K.P., Neilson, J.W., Henderson, D.A., Quade, J., Betancourt, J.L., Navarro-González, R., Rainey, F.A., McKay, C.P.","7201868017;57213956939;7101613134;7402989319;16194835700;7005037015;7003446002;7006855089;7101952183;","Microbial life in the Atacama Desert [2] (multiple letters)",2004,"Science","306","5700",,"1289","1290",,43,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-8844278393&partnerID=40&md5=0c252ca037a1ca4dcbf895c729a397d1",Letter,"Final","",Scopus,2-s2.0-8844278393
"Michalski, G., Böhlke, J.K., Thiemens, M.","57205981224;7004491698;7006709088;","Long term atmospheric deposition as the source of nitrate and other salts in the Atacama Desert, Chile: New evidence from mass-independent oxygen isotopic compositions",2004,"Geochimica et Cosmochimica Acta","68","20",,"4023","4038",,236,"10.1016/j.gca.2004.04.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-5044221147&doi=10.1016%2fj.gca.2004.04.009&partnerID=40&md5=a3001c0d7cf063422295462e994b6711",Article,"Final","",Scopus,2-s2.0-5044221147
"Navarro-González, R., Rainey, F.A., Molina, P., Bagaley, D.R., Hollen, B.J., De La Rosa, J., Small, A.M., Quinn, R.C., Grunthaner, F.J., Cáceres, L., Gomez-Silva, B., McKay, C.P.","7003446002;7006855089;7102021767;8881810400;6507399108;7004978012;7005344081;57203048062;7003780380;36740206700;6506160677;7101952183;","Mars-Like Soils in the Atacama Desert, Chile, and the Dry Limit of Microbial Life",2003,"Science","302","5647",,"1018","1021",,400,"10.1126/science.1089143","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0242662483&doi=10.1126%2fscience.1089143&partnerID=40&md5=aa5ef7158ad0e06fe867ecb7d68e0415",Article,"Final","",Scopus,2-s2.0-0242662483
"McKay, C.P., Friedmann, E.I., Gómez-Silva, B., Cáceres-Villanueva, L., Andersen, D.T., Landheim, R.","7101952183;7006787912;6506160677;36740206700;7202231963;6507605928;","Temperature and moisture conditions for life in the extreme arid region of the atacama desert: Four years of observations including the El Niño of 1997-1998",2003,"Astrobiology","3","2",,"393","406",,257,"10.1089/153110703769016460","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952105823&doi=10.1089%2f153110703769016460&partnerID=40&md5=ea5b9436e577527bee5413cb3761f28d",Article,"Final","",Scopus,2-s2.0-77952105823
"Dose, K., Bieger-Dose, A., Ernst, B., Feister, U., Gómez-Silva, B., Klein, A., Risi, S., Stridde, C.","7005211119;6507794954;15919162100;57200684699;6506160677;7402143451;6603943351;6507552625;","Survival of microorganisms under the extreme conditions of the Atacama desert",2001,"Origins of Life and Evolution of the Biosphere","31","3",,"287","303",,41,"10.1023/A:1010788829265","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034992840&doi=10.1023%2fA%3a1010788829265&partnerID=40&md5=70fbc8550daac0c0ea77c9e5587f49b2",Article,"Final","",Scopus,2-s2.0-0034992840
"Cabrol, N.A., Bettis III, E.A., Glenister, B., Chong, G., Herrera, C., Jensen, A., Pereira, M., Stoker, C.R., Grin, E.A., Landheim, R., Thomas, G., Golden, J., Saville, K., Ludvigson, G., Witzke, B.","8941957900;57224915535;6602954301;55340362300;7102094324;7403020852;57199311781;7003427867;7004014625;6507605928;7404575819;57212895808;8217879200;35592744300;6602982852;","Nomad Rover field experiment, Atacama Desert, Chile 2. Identification of paleolife evidence using a robotic vehicle: Lessons and recommendations for a Mars sample return mission",2001,"Journal of Geophysical Research E: Planets","106","E4","1999JE001181","7807","7815",,9,"10.1029/1999JE001181","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034896623&doi=10.1029%2f1999JE001181&partnerID=40&md5=d52e930391e582a0b6143ce77deeb6b0",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-0034896623
"Cabrol, N.A., Chong-Diaz, G., Stoker, C.R., Gulick, V.C., Landheim, R., Lee, P., Roush, T.L., Zent, A.P., Lameli, C.H., Iglesia, A.J., Arrerondo, M.P., Dohm, J.M., Keaten, R., Wettergreen, D., Sims, M.H., Schwher, K., Bualat, M.G., Thomas, H.J., Zbinden, E., Christian, D., Pedersen, L., Bettis III, A., Thomas, G., Witzke, B.","8941957900;55340362300;7003427867;35414779200;6507605928;8744520700;7004248170;6701726708;8299464300;8299464500;8299464700;6603805402;8558373900;6701392772;17136190300;8299465700;6603328103;35415993100;6701540063;8299466500;9746109800;8299466900;7404575819;6602982852;","Nomad Rover field experiment, Atacama Desert, Chile 1. Science results overview",2001,"Journal of Geophysical Research E: Planets","106","E4","1999JE001166","7785","7806",,20,"10.1029/1999JE001166","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034896622&doi=10.1029%2f1999JE001166&partnerID=40&md5=6af9c18334f581e45dfbe10eef3ee540",Review,"Final","",Scopus,2-s2.0-0034896622
"Haldemann, A.F.C., Muhleman, D.O.","16175139600;7003859294;","Circular-polarization radar properties of high-altitude ice: Western Kunlun Shan and central Andes",1999,"Journal of Geophysical Research E: Planets","104","E10","1999JE900023","24075","24094",,9,"10.1029/1999JE900023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033604175&doi=10.1029%2f1999JE900023&partnerID=40&md5=12c785f1ec1def1a69ca6e9cd84926d4",Article,"Final","",Scopus,2-s2.0-0033604175
"Ashley, Steven","7102500497;","Roving other worlds by remote",1997,"Mechanical Engineering","119","7",,"74","76",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031191750&partnerID=40&md5=e2f7ebfe840ea9c033ec1518e08e02c7",Article,"Final","",Scopus,2-s2.0-0031191750
"Stelzner, Th., Heide, K., Bischoff, A., Weber, D., Merchel, S., Herpers, U., Faestermann, T., Knie, K., Korschinek, G., Kubik, P.W., Suter, M., Neumann, S., Michel, R., Scherer, P., Schultz, L., Jull, A.J.T.","7004218133;7005192835;7101951560;35188114500;6602195151;8749160800;35285566600;6603897233;7004262575;24488312100;7101609539;7102941157;7202599465;7101939610;7202764242;7005603161;","Rincon: A new L6 chondrite find from Argentina",1997,"Chemie der Erde","57","4",,"297","309",,3,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-6044266067&partnerID=40&md5=8b6fc1a80f051b61f42cabe3ef49b132",Article,"Final","",Scopus,2-s2.0-6044266067
"Zolensky, M., Martinez, R., Martinez De Los Rios, E.","7004988775;7402193893;6506644575;","New L chondrites from the Atacama Desert, Chile",1995,"Meteoritics","30","6",,"785","787",,5,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029475739&partnerID=40&md5=f52760a3c746f2acadedaa24a7d99fec",Article,"Final","",Scopus,2-s2.0-0029475739
"Searl, A., Rankin, S.","36944598200;7103116742;","A preliminary petrographic study of the Chilean nitrates",1993,"Geological Magazine","130","3",,"319","333",,31,"10.1017/S0016756800020008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027503687&doi=10.1017%2fS0016756800020008&partnerID=40&md5=83663b85b05d8765051907d24127fcf0",Article,"Final","",Scopus,2-s2.0-0027503687
"Francis, P.W., McAllister, R.","7202154430;57190724275;","Volcanology from space: Using Landsat Thematic Mapper data in the central Andes",1986,"Eos, Transactions American Geophysical Union","67","14",,"170","171",,15,"10.1029/EO067i014p00170","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982595779&doi=10.1029%2fEO067i014p00170&partnerID=40&md5=70dfa4cf992cc2505ae2822b47858aa6",Article,"Final","",Scopus,2-s2.0-84982595779
"Opfell, J.B., Zebal, G.P.","6507681011;6505512530;","Ecological patterns of micro-organisms in desert soils.",1967,"Life sciences and space research","5",,,"187","203",,4,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0014190323&partnerID=40&md5=3ba84fc9171996f41beb086ab520012a",Article,"Final","",Scopus,2-s2.0-0014190323
